Timestamp,Age,Gender,"Height (scale in cm, e.g. 183)",Where are you come from? (Country),Were your parents born from the same country as you?,How many language you speak at home to your family?,Religion denomination,Which academic field are you studying?,How many different countries have you lived in?,What is the temperature in degrees celsius right now?,Past intercultural experience: have you ever done one of the following international programs?,Indicate how strong you agree/disagree with the following sentence: [Q1. I enjoy being with people who have different values],Indicate how strong you agree/disagree with the following sentence: [Q2. I would rather work with someone who is like me than with someone who is different],Indicate how strong you agree/disagree with the following sentence: [Q3. I prefer being with people who have similar ways of thinking and values to mine],Indicate how strong you agree/disagree with the following sentence: [Q4. I often read and watch news about foreign countries],Indicate how strong you agree/disagree with the following sentence: [Q5. I have strong interest in international affairs],Indicate how strong you agree/disagree with the following sentence: [Q6. I often talk about situations and events in foreign countries with family and or friends],Indicate how strong you agree/disagree with the following sentence: [Q7. I am very interested in volunteer work in developing countries],Indicate how strong you agree/disagree with the following sentence: [Q8. I plan to be involved in international volunteer activities],Q1. People like you,Q2. Your national companies,Q3. Creation of jobs,Q4. Our quality of life,Q5. your national cultural history and traditions,Q6. your ability to learn about other cultures,Q7. Democracy and human rights,Q8. Maintaining cultural diversity in the world,Q9. The environment,Q10. Spread out COVID19,Q11. I have changed my opinion about the positive impact of globalization on humankind due to COVID19
February,39,5,184,GT,no,4,Roman Catholic,Natural Science,2,15,Volunteer service,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,2,4,2,4,5,4,2,1,5,5,no
February,21,8,185,PH,no,,,Information and Communication Technologies,,,,,,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,3,4,3,5,4,3,3,2,5,1,yes
February,32,1,180,HR,yes,1,Other Christian,Information and Communication Technologies,3,27,Studying school abroad,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,5,2,1,4,5,2,5,2,4,4,no
March,36,10,153,CN,yes,5,Hindu,Information and Communication Technologies,1,10,None,Strongly Agree,Strongly Agree,,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5,3,3,5,3,1,3,4,4,1,yes
May,32,4,168,FR,no,5,Jew,Arts and Humanities,2,13,Studying school abroad,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,5,4,3,2,4,2,4,5,1,3,yes
April,35,8,194,ES,no,3,Jew,Business & Admin and Law,1,7,Studying school abroad,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,3,1,5,5,4,1,4,3,3,3,yes
March,31,5,179,AR,no,2,Hindu,Mathematics and Statistics,4,6,Volunteer service,Strongly Disagree,Agree,,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,3,2,1,1,1,3,5,2,2,2,no
March,21,5,183,CO,no,3,Do not belong to a any religion,Natural Science,4,27,Studying school abroad,,,Disagree,,Agree,Agree,Disagree,Agree,4,5,4,4,4,1,2,4,5,1,yes
June,21,6,167,CR,no,3,Other Christian,Mathematics and Statistics,1,6,None,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,2,1,3,4,4,3,1,2,5,1,yes
April,32,4,192,RU,yes,1,Protestant,Information and Communication Technologies,3,-1,Studying school abroad,Disagree,Strongly Disagree,,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,4,5,5,1,3,3,5,1,3,4,no
May,,10,173,RU,yes,4,Other Christian,Mathematics and Statistics,3,8,None,Strongly Agree,Strongly Agree,,Disagree,Agree,Disagree,Strongly Agree,Disagree,4,2,4,1,5,2,2,5,4,3,yes
July,19,3,182,ID,yes,1,Roman Catholic,Information and Communication Technologies,3,15,None,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,3,2,1,3,2,3,5,2,3,5,yes
July,38,1,151,HR,no,5,Roman Catholic,Social Science,1,1,None,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,2,4,3,3,2,5,3,5,3,5,yes
June,29,7,175,UA,no,1,Hindu,Business & Admin and Law,1,12,None,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,2,2,5,4,2,4,3,3,4,4,no
July,40,6,176,HT,no,2,Other,Natural Science,2,25,None,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,1,2,4,3,1,5,5,1,3,3,no
August,23,2,172,SI,yes,1,Protestant,Business & Admin and Law,3,23,Volunteer service,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,1,3,2,4,2,1,4,3,3,3,no
March,22,9,155,ID,no,2,Do not belong to a any religion,Natural Science,2,-4,Volunteer service,,,Disagree,,Strongly Disagree,Agree,Agree,Disagree,5,1,1,1,1,2,3,4,2,1,no
April,22,9,152,PH,no,1,Other Christian,Social Science,5,6,Studying school abroad,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,5,5,4,1,4,1,1,5,4,2,no
April,27,2,154,CN,no,4,Roman Catholic,Mathematics and Statistics,1,6,Internship program,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,2,3,2,1,2,3,4,4,5,5,yes
August,29,9,192,CN,yes,,,Arts and Humanities,,,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,4,5,3,4,5,4,5,1,4,2,yes
June,22,1,178,TH,yes,4,Don't know,Business & Admin and Law,4,25,Internship program,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,2,1,3,2,4,2,2,5,4,3,no
March,23,2,195,CN,no,3,Buddhist,Information and Communication Technologies,3,14,Studying school abroad,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,1,2,5,1,5,5,4,1,2,1,no
August,,4,200,PH,no,1,Buddhist,Social Science,2,-1,Studying school abroad,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,5,4,1,5,1,2,3,3,4,2,yes
March,20,5,165,ID,,1,Orthodox,Arts and Humanities,4,5,Volunteer service,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,
July,35,9,153,RU,no,,,Mathematics and Statistics,,,,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5,5,3,2,2,4,3,3,4,3,no
April,21,8,168,UA,no,4,Other Christian,Arts and Humanities,3,27,Internship program,Strongly Agree,Agree,,Disagree,Disagree,Agree,Strongly Disagree,Disagree,1,4,2,2,4,5,5,1,4,2,yes
August,30,1,172,PT,no,2,Do not belong to a any religion,Business & Admin and Law,2,4,Volunteer service,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,4,2,2,2,5,4,5,4,3,5,no
February,25,7,163,GT,,4,Other,Mathematics and Statistics,3,-4,Studying school abroad,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,,,,,,,,,,,,
March,20,3,192,CN,no,2,Jew,Arts and Humanities,5,20,None,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,2,3,5,2,4,1,5,4,5,5,no
May,19,2,180,CN,no,5,Other Christian,Mathematics and Statistics,1,3,None,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,5,1,2,1,2,1,5,5,1,1,no
February,34,6,152,ID,yes,5,Other,Mathematics and Statistics,4,-5,Volunteer service,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,1,5,5,5,3,2,3,3,2,3,no
May,,4,160,ID,,3,Jew,Mathematics and Statistics,3,16,None,Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,
February,21,2,188,LU,no,,,Mathematics and Statistics,,,,,,,,Agree,Disagree,Strongly Agree,Agree,5,3,3,1,1,1,4,5,2,4,no
June,39,1,160,SE,no,3,Orthodox,Social Science,2,-2,Studying school abroad,Disagree,Disagree,,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,4,3,3,2,5,1,5,1,2,2,no
June,40,4,171,PL,yes,,,Natural Science,,,,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,1,5,5,1,2,4,3,4,3,5,yes
May,40,9,200,CN,yes,5,Jew,Natural Science,2,4,Studying school abroad,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,5,4,1,1,5,5,2,4,5,4,no
April,34,3,158,CN,yes,3,Jew,Arts and Humanities,3,-4,Studying school abroad,Strongly Disagree,Strongly Disagree,,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,5,5,1,5,4,3,5,1,3,3,yes
August,28,10,182,MG,yes,5,Hindu,Business & Admin and Law,3,24,Volunteer service,Agree,Disagree,,Disagree,Disagree,Strongly Agree,Agree,Agree,3,2,4,3,5,5,1,2,4,4,no
February,18,10,163,PH,no,4,Protestant,Business & Admin and Law,3,1,None,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,2,2,4,4,5,4,1,2,4,5,no
March,31,3,162,RU,yes,4,Do not belong to a any religion,Natural Science,5,20,None,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,1,4,5,3,3,4,2,2,2,2,yes
April,21,2,162,PH,yes,3,Other Christian,Information and Communication Technologies,4,15,Internship program,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,2,5,4,1,2,4,2,2,5,3,no
July,26,6,168,CN,yes,5,Protestant,Mathematics and Statistics,1,1,None,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,2,3,4,3,4,2,4,3,4,4,no
August,36,3,184,AR,no,4,Do not belong to a any religion,Information and Communication Technologies,5,18,Internship program,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,1,1,5,5,5,4,2,3,5,1,yes
May,39,4,181,CN,no,2,Orthodox,Business & Admin and Law,2,13,Volunteer service,Strongly Disagree,Disagree,,Agree,Strongly Disagree,Disagree,Disagree,Disagree,1,1,4,2,2,5,4,3,2,2,no
June,26,4,172,BO,no,2,Orthodox,Information and Communication Technologies,5,15,Internship program,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,2,4,1,5,4,4,5,2,1,4,no
August,37,4,158,RU,yes,2,Buddhist,Arts and Humanities,3,15,Volunteer service,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,3,4,3,3,3,2,3,3,1,5,no
February,32,7,196,PT,no,2,Buddhist,Arts and Humanities,2,6,None,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,5,2,5,3,5,2,2,3,4,2,no
February,20,10,162,BG,no,,,Natural Science,,,,Strongly Agree,Agree,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3,2,1,3,1,5,1,5,4,4,no
August,27,8,181,CA,yes,5,Buddhist,Natural Science,2,19,Studying school abroad,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,5,5,2,3,5,2,1,1,2,5,yes
August,40,4,171,DO,yes,3,Buddhist,Natural Science,1,15,Internship program,Strongly Disagree,Disagree,,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,3,4,3,3,4,5,4,5,1,3,yes
July,,10,158,HN,no,5,Roman Catholic,Natural Science,3,-4,Volunteer service,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,5,1,3,5,1,1,4,3,1,4,yes
July,27,8,200,ID,yes,2,Do not belong to a any religion,Information and Communication Technologies,4,1,Studying school abroad,Strongly Disagree,Disagree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,4,5,3,3,3,4,1,4,3,3,no
August,19,4,181,CN,no,4,Hindu,Arts and Humanities,1,24,Volunteer service,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,2,5,5,1,2,3,3,4,2,3,no
March,25,9,152,CN,yes,4,Protestant,Information and Communication Technologies,5,17,Internship program,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,3,4,1,1,2,1,1,5,2,4,no
July,19,6,191,ID,no,4,Don't know,Arts and Humanities,3,7,Volunteer service,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,3,5,3,1,2,5,2,2,5,1,yes
May,18,8,189,ML,no,,,Social Science,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,1,1,4,3,3,3,1,4,1,5,yes
July,32,5,190,ML,no,2,Other Christian,Arts and Humanities,4,10,Internship program,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,3,5,1,4,1,2,1,5,3,5,no
February,18,9,163,UA,yes,4,Other,Information and Communication Technologies,5,7,Volunteer service,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,5,1,5,1,2,4,2,2,3,3,yes
August,37,7,195,CN,no,4,Hindu,Information and Communication Technologies,1,24,None,,,Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,5,4,2,4,2,1,2,3,4,2,no
July,37,1,163,ID,,2,Protestant,Business & Admin and Law,3,26,Internship program,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,,,,,,,,,,,,
April,26,9,192,IE,yes,,,Natural Science,,,,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,4,3,3,5,1,5,5,4,2,2,no
August,25,3,176,FI,,4,Other,Social Science,5,27,None,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,,,,,,,,,,,,
March,28,1,198,CA,yes,5,Other Christian,Arts and Humanities,1,2,Studying school abroad,,,Agree,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,4,1,5,1,1,3,1,4,2,4,yes
August,34,5,171,PK,yes,5,Other,Arts and Humanities,2,18,None,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,3,2,4,1,3,4,4,1,4,1,no
February,40,4,160,RU,no,,,Business & Admin and Law,,,,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,4,2,5,5,2,4,3,5,3,1,no
February,29,2,179,US,,3,Jew,Business & Admin and Law,3,18,Internship program,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,,,,,,,,,,,,
April,26,4,193,CN,,3,Do not belong to a any religion,Business & Admin and Law,1,-5,Volunteer service,Strongly Agree,Disagree,,Disagree,Strongly Agree,Agree,Strongly Disagree,,,,,,,,,,,,
July,34,5,166,CN,no,1,Orthodox,Natural Science,3,19,Studying school abroad,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,4,3,4,5,5,4,4,1,2,2,yes
April,30,5,167,ID,yes,1,Don't know,Social Science,3,13,Volunteer service,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,1,1,4,4,1,3,3,4,4,3,no
July,,4,172,PL,yes,4,Buddhist,Mathematics and Statistics,3,22,Volunteer service,Disagree,Disagree,,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,2,1,3,1,3,3,2,3,3,2,yes
April,35,1,163,CN,no,1,Jew,Mathematics and Statistics,2,-2,Internship program,Disagree,Disagree,,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,4,1,2,2,3,1,4,1,1,2,no
February,23,1,157,ES,no,3,Other,Natural Science,3,-1,Internship program,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,2,1,1,3,4,3,2,2,4,5,no
February,19,5,162,NG,,1,Hindu,Business & Admin and Law,4,16,Volunteer service,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,,,,,,,,,,,,
June,18,5,192,CN,no,3,Roman Catholic,Mathematics and Statistics,5,12,None,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,2,5,5,1,4,5,1,3,3,1,yes
August,40,8,169,KI,yes,5,Hindu,Natural Science,5,17,Studying school abroad,Strongly Agree,Strongly Agree,,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,1,5,4,1,1,3,3,1,1,4,yes
February,29,2,183,CN,,3,Other,Natural Science,5,8,Volunteer service,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,,,,,,,,,,,,
August,32,1,157,CN,yes,2,Other,Natural Science,3,20,Internship program,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,2,5,2,5,3,1,2,1,2,5,no
April,37,8,154,ID,yes,5,Orthodox,Information and Communication Technologies,3,4,Studying school abroad,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,2,3,5,2,4,3,5,5,4,2,no
July,18,5,151,NG,yes,4,Other Christian,Business & Admin and Law,1,5,Volunteer service,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,2,2,2,1,5,1,1,5,5,4,no
August,26,9,173,AL,no,1,Buddhist,Business & Admin and Law,2,11,Volunteer service,Strongly Disagree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,4,5,5,1,5,2,3,1,4,3,yes
April,31,5,151,ID,yes,3,Other,Information and Communication Technologies,2,24,Studying school abroad,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,4,4,4,2,5,3,2,3,5,5,yes
August,31,8,198,CN,yes,4,Other,Information and Communication Technologies,5,5,Internship program,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,4,1,5,2,5,5,3,5,3,4,no
August,33,1,196,KR,yes,2,Don't know,Information and Communication Technologies,3,17,None,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,3,1,3,3,2,5,5,5,5,3,yes
February,35,4,192,BO,no,,,Business & Admin and Law,,,,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,1,2,1,1,5,1,3,3,4,5,yes
May,24,6,165,PL,yes,3,Protestant,Natural Science,2,0,None,Agree,Strongly Agree,,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,4,4,1,5,5,5,2,5,5,1,yes
July,26,5,167,CN,no,3,Buddhist,Social Science,2,25,Studying school abroad,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,5,1,1,3,2,2,3,2,4,3,no
May,39,3,154,SE,no,5,Don't know,Information and Communication Technologies,2,18,None,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,5,4,2,4,2,3,4,4,5,1,yes
May,28,1,183,ES,yes,3,Orthodox,Information and Communication Technologies,5,11,None,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,2,1,5,4,5,4,5,2,5,4,yes
July,26,6,159,CN,no,3,Other Christian,Information and Communication Technologies,2,23,None,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,5,4,4,1,5,4,2,3,2,2,yes
June,22,4,183,PL,no,3,Other Christian,Business & Admin and Law,2,15,Volunteer service,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,4,1,3,2,5,4,2,2,1,2,yes
May,33,10,172,BR,no,4,Protestant,Mathematics and Statistics,3,-5,Studying school abroad,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,1,5,4,4,1,5,3,5,4,5,yes
July,38,8,156,CM,yes,2,Protestant,Arts and Humanities,1,2,Studying school abroad,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,3,3,5,5,1,2,1,2,3,2,no
April,33,7,155,RU,no,2,Do not belong to a any religion,Business & Admin and Law,3,5,Studying school abroad,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,4,3,2,5,5,4,3,2,2,1,no
July,26,5,190,SE,yes,1,Protestant,Information and Communication Technologies,1,22,None,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,2,4,4,3,5,5,1,1,2,1,yes
July,38,3,152,CA,no,5,Jew,Social Science,4,6,Studying school abroad,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,4,1,4,1,2,5,2,4,4,1,yes
April,34,10,169,NL,no,4,Other Christian,Mathematics and Statistics,1,-3,Internship program,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,5,1,2,1,4,2,2,5,1,4,no
February,23,2,173,AL,yes,4,Hindu,Natural Science,1,2,Internship program,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,1,3,2,1,2,1,1,2,4,3,yes
July,36,10,177,NG,yes,2,Buddhist,Information and Communication Technologies,5,21,Studying school abroad,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,3,3,4,5,4,5,5,3,5,5,no
February,35,7,174,SE,no,5,Protestant,Natural Science,4,22,None,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,1,2,3,5,4,1,2,3,2,3,yes
